AABESPS	AAAXNQZ	81.20	468	87	1	1	468	1	467	0.0	 731
AABETRB	AAAXNQZ	73.54	393	100	2	75	467	44	432	9e-165	 582
AABETRB	AABESPS	68.22	428	131	3	38	464	6	429	1e-160	 568
AABPUUK	AABEYMW	88.78	294	33	0	1	294	1	294	1e-158	 560
AABPVNX	AAAXNQZ	70.71	437	120	1	8	444	2	430	6e-178	 625
AABPVNX	AABESPS	69.55	463	140	1	16	477	2	464	0.0	 641
AABPVNX	AABETRB	64.50	431	147	4	18	443	35	464	3e-152	 540
AABQHIX	AAAXNQZ	80.46	389	76	0	52	440	44	432	0.0	 647
AABQHIX	AABESPS	73.87	463	118	2	11	471	2	463	0.0	 668
AABQHIX	AABETRB	67.29	425	133	4	17	437	42	464	3e-156	 553
AABQHIX	AABPVNX	69.76	420	126	1	19	438	26	444	5e-169	 595
AABQYFB	AAAXNQZ	74.30	393	97	2	78	470	44	432	1e-164	 581
AABQYFB	AABESPS	71.32	408	112	3	61	467	26	429	2e-160	 566
AABQYFB	AABETRB	75.99	579	96	4	1	539	1	576	0.0	 808
AABQYFB	AABPVNX	67.85	395	123	2	74	468	54	444	3e-151	 537
AABQYFB	AABQHIX	69.49	390	115	2	78	467	52	437	3e-152	 540
AABRAJJ	AAAXNQZ	73.54	393	100	2	99	491	44	432	2e-161	 571
AABRAJJ	AABESPS	71.08	408	113	3	82	488	26	429	2e-158	 560
AABRAJJ	AABETRB	70.59	595	151	2	1	595	1	571	0.0	 784
AABRAJJ	AABPVNX	67.85	395	123	2	95	489	54	444	7e-149	 529
AABRAJJ	AABQHIX	67.95	390	121	2	99	488	52	437	5e-151	 536
AABRAJJ	AABQYFB	72.81	537	105	2	65	601	44	539	0.0	 726
AACAUQW	AAAXNQZ	89.29	467	50	0	1	467	1	467	0.0	 798
AACAUQW	AABESPS	86.75	468	61	1	1	467	1	468	0.0	 782
AACAUQW	AABETRB	66.82	428	137	3	6	429	38	464	2e-156	 553
AACAUQW	AABPVNX	69.93	419	126	0	12	430	26	444	2e-169	 597
AACAUQW	AABQHIX	72.79	419	113	1	12	429	19	437	5e-173	 608
AACAUQW	AABQYFB	66.90	432	138	3	26	453	61	491	5e-157	 555
AACAUQW	AABRAJJ	71.06	432	120	3	26	453	82	512	5e-170	 598
AACAYEF	AABEYMW	76.19	294	70	0	33	326	1	294	1e-139	 497
AACAYEF	AABPUUK	79.59	294	60	0	33	326	1	294	7e-143	 508
AACBAMC	AAAXNQZ	74.05	393	98	2	91	483	44	432	2e-162	 574
AACBAMC	AABESPS	71.32	408	112	3	74	480	26	429	2e-158	 560
AACBAMC	AABETRB	70.70	587	156	2	1	587	1	571	0.0	 778
AACBAMC	AABPVNX	67.59	395	124	2	87	481	54	444	5e-149	 529
AACBAMC	AABQHIX	68.21	390	120	2	91	480	52	437	2e-151	 537
AACBAMC	AABQYFB	72.63	537	106	2	57	593	44	539	0.0	 728
AACBAMC	AABRAJJ	92.86	602	35	1	1	594	1	602	0.0	1050
AACBAMC	AACAUQW	74.30	393	97	2	91	483	44	432	8e-163	 575
AACBCYR	AAAXNQZ	70.71	437	120	1	8	444	2	430	3e-178	 626
AACBCYR	AABESPS	69.55	463	140	1	16	477	2	464	0.0	 644
AACBCYR	AABETRB	64.50	431	147	4	18	443	35	464	4e-152	 539
AACBCYR	AABPVNX	84.32	472	74	0	26	497	26	497	0.0	 770
AACBCYR	AABQHIX	69.21	419	128	1	26	443	19	437	2e-168	 593
AACBCYR	AABQYFB	62.72	448	161	4	43	485	64	510	2e-152	 540
AACBCYR	AABRAJJ	65.67	469	153	5	23	486	64	529	4e-166	 586
AACBCYR	AACAUQW	70.71	437	120	1	8	444	2	430	4e-178	 626
AACBCYR	AACBAMC	67.41	451	140	4	40	486	74	521	1e-165	 584
AACBECN	AAAXNQZ	80.46	389	76	0	52	440	44	432	0.0	 643
AACBECN	AABESPS	72.61	471	121	2	1	471	1	463	0.0	 665
AACBECN	AABETRB	67.53	425	132	4	17	437	42	464	2e-156	 553
AACBECN	AABPVNX	70.24	420	124	1	19	438	26	444	1e-169	 597
AACBECN	AABQHIX	83.12	468	79	0	19	486	19	486	0.0	 734
AACBECN	AABQYFB	66.90	432	138	3	34	461	61	491	1e-158	 561
AACBECN	AABRAJJ	69.44	432	127	3	34	461	82	512	4e-170	 599
AACBECN	AACAUQW	80.21	389	77	0	52	440	44	432	0.0	 643
AACBECN	AACBAMC	69.44	432	127	3	34	461	74	504	4e-169	 595
AACBECN	AACBCYR	70.24	420	124	1	19	438	26	444	4e-170	 599
AACBFDL	AABEYMW	88.44	294	34	0	1	294	1	294	1e-158	 560
AACBFDL	AABPUUK	99.66	294	1	0	1	294	1	294	3e-172	 605
AACBFDL	AACAYEF	79.25	294	61	0	1	294	33	326	8e-143	 508
AACBLZE	AABQXVE	66.67	150	32	1	1	150	1	132	4e-46	 185
AACBLZF	AABQXVD	98.68	76	1	0	1	76	1	76	8e-34	 143
AACBXTJ	AAAXNQZ	72.66	395	104	2	21	415	42	432	4e-163	 576
AACBXTJ	AABESPS	71.97	396	107	2	17	412	38	429	9e-159	 561
AACBXTJ	AABETRB	83.77	493	79	1	32	523	84	576	0.0	 809
AACBXTJ	AABPVNX	66.50	397	127	3	17	413	54	444	7e-147	 522
AACBXTJ	AABQHIX	68.91	386	116	2	27	412	56	437	1e-149	 531
AACBXTJ	AABQYFB	82.16	510	50	2	15	524	72	540	0.0	 797
AACBXTJ	AABRAJJ	82.08	491	88	0	30	520	106	596	0.0	 802
AACBXTJ	AACAUQW	72.66	395	104	2	21	415	42	432	5e-163	 576
AACBXTJ	AACBAMC	82.48	491	86	0	30	520	98	588	0.0	 803
AACBXTJ	AACBCYR	66.50	397	127	3	17	413	54	444	1e-146	 521
AACBXTJ	AACBECN	69.17	386	115	2	27	412	56	437	2e-150	 533
AADSHPP	AAAXNQZ	89.81	432	44	0	24	455	1	432	0.0	 765
AADSHPP	AABESPS	89.15	461	50	0	24	484	1	461	0.0	 798
AADSHPP	AABETRB	66.36	428	139	3	29	452	38	464	2e-156	 553
AADSHPP	AABPVNX	70.17	419	125	0	35	453	26	444	5e-170	 598
AADSHPP	AABQHIX	74.70	419	105	1	35	452	19	437	7e-176	 618
AADSHPP	AABQYFB	66.67	432	139	3	49	476	61	491	4e-158	 559
AADSHPP	AABRAJJ	70.14	432	124	3	49	476	82	512	4e-170	 599
AADSHPP	AACAUQW	89.81	432	44	0	24	455	1	432	0.0	 764
AADSHPP	AACBAMC	70.37	432	123	3	49	476	74	504	4e-169	 596
AADSHPP	AACBCYR	70.17	419	125	0	35	453	26	444	1e-170	 601
AADSHPP	AACBECN	74.46	419	106	1	35	452	19	437	6e-175	 615
AADSHPP	AACBXTJ	66.19	420	138	2	61	476	17	436	6e-156	 552
AADSIHA	AAAXNQZ	73.28	393	101	2	40	432	44	432	5e-162	 572
AADSIHA	AABESPS	71.32	408	111	3	24	429	26	429	2e-158	 560
AADSIHA	AABETRB	83.65	532	87	0	5	536	40	571	0.0	 859
AADSIHA	AABPVNX	66.84	395	127	2	36	430	54	444	5e-146	 519
AADSIHA	AABQHIX	68.46	390	119	2	40	429	52	437	8e-149	 528
AADSIHA	AABQYFB	77.55	530	80	1	6	535	44	534	0.0	 780
AADSIHA	AABRAJJ	79.14	537	112	0	1	537	60	596	0.0	 828
AADSIHA	AACAUQW	73.28	393	101	2	40	432	44	432	5e-162	 572
AADSIHA	AACBAMC	79.21	529	110	0	9	537	60	588	0.0	 816
AADSIHA	AACBCYR	66.84	395	127	2	36	430	54	444	5e-146	 519
AADSIHA	AACBECN	68.72	390	118	2	40	429	52	437	1e-149	 531
AADSIHA	AACBXTJ	83.81	494	80	0	44	537	27	520	0.0	 814
AADSIHA	AADSHPP	72.77	393	103	2	40	432	67	455	8e-163	 575
AADSNAZ	AAAXNQZ	81.84	391	71	0	49	439	42	432	0.0	 657
AADSNAZ	AABESPS	74.83	445	111	1	18	462	12	455	0.0	 664
AADSNAZ	AABETRB	67.89	408	126	3	33	436	58	464	7e-154	 545
AADSNAZ	AABPVNX	70.48	420	123	1	18	437	26	444	2e-168	 593
AADSNAZ	AABQHIX	82.58	419	73	0	18	436	19	437	0.0	 672
AADSNAZ	AABQYFB	65.74	432	143	3	33	460	61	491	1e-156	 554
AADSNAZ	AABRAJJ	68.75	432	130	3	33	460	82	512	2e-168	 593
AADSNAZ	AACAUQW	81.59	391	72	0	49	439	42	432	0.0	 656
AADSNAZ	AACBAMC	70.77	414	117	2	51	460	91	504	2e-167	 590
AADSNAZ	AACBCYR	70.48	420	123	1	18	437	26	444	1e-168	 594
AADSNAZ	AACBECN	82.58	419	73	0	18	436	19	437	0.0	 669
AADSNAZ	AACBXTJ	65.24	420	142	2	45	460	17	436	2e-154	 547
AADSNAZ	AADSHPP	82.61	391	68	0	49	439	65	455	0.0	 666
AADSNAZ	AADSIHA	63.34	431	154	2	34	460	23	453	5e-148	 526
AADSNJX	AAAXNQZ	67.29	428	101	5	46	473	44	432	2e-154	 547
AADSNJX	AABESPS	63.09	466	132	7	6	470	3	429	1e-151	 538
AADSNJX	AABETRB	79.82	545	75	3	2	546	31	540	0.0	 812
AADSNJX	AABPVNX	61.16	430	128	5	42	471	54	444	8e-141	 502
AADSNJX	AABQHIX	63.06	425	118	5	46	470	52	437	8e-143	 509
AADSNJX	AABQYFB	77.30	533	81	6	2	534	34	526	0.0	 747
AADSNJX	AABRAJJ	74.68	549	102	5	3	550	56	568	0.0	 767
AADSNJX	AACAUQW	67.29	428	101	5	46	473	44	432	1e-154	 548
AADSNJX	AACBAMC	74.67	537	99	5	15	550	60	560	0.0	 748
AADSNJX	AACBCYR	61.16	430	128	5	42	471	54	444	1e-140	 501
AADSNJX	AACBECN	63.29	425	117	5	46	470	52	437	2e-143	 511
AADSNJX	AACBXTJ	78.53	489	70	3	54	542	31	484	0.0	 736
AADSNJX	AADSHPP	66.82	428	103	5	46	473	67	455	8e-156	 552
AADSNJX	AADSIHA	75.19	540	99	3	7	546	1	505	0.0	 754
AADSNJX	AADSNAZ	60.90	445	134	6	29	472	33	438	3e-142	 507
AADSQIC	AAAXNQZ	71.81	188	49	2	53	240	44	227	7e-70	 267
AADSQIC	AAAXNQZ	68.66	134	22	1	311	444	247	360	3e-43	 178
AADSQIC	AABESPS	68.14	204	60	3	36	238	26	225	1e-69	 266
AADSQIC	AABESPS	67.16	134	24	1	311	444	247	360	5e-42	 174
AADSQIC	AABETRB	79.17	240	50	0	1	240	23	262	3e-103	 377
AADSQIC	AABETRB	67.91	134	23	1	311	444	282	395	3e-40	 168
AADSQIC	AABETRB	36.11	216	85	2	518	731	407	571	1e-25	 120
AADSQIC	AABPVNX	58.33	192	76	2	49	240	54	241	4e-55	 218
AADSQIC	AABPVNX	67.91	134	23	1	311	444	261	374	5e-44	 181
AADSQIC	AABQHIX	64.36	188	63	2	53	240	52	235	2e-62	 242
AADSQIC	AABQHIX	62.69	134	30	1	311	444	255	368	3e-41	 171
